jmp_hyg_svclvl,jmp_hyg_avail,jmp_hyg_soap,jmp_waste_svclvl,jmp_waste_3bins,jmp_waste_sharps,jmp_waste_inf,jmp_wat_svclvl,jmp_wat_imp,jmp_wat_none,jmp_wat_dist,enum,status,rcode,hcf_mwaterid,hcf_type,reg_san,area_san,area_san_other,cont1_name,cont1_title,cont1_orng,cont1_mtn,cont2_name,cont2_title,cont2_orng,cont2_mtn,survey_date,staff_docs_all,Staffing of the health facility: Doctors - Number of male staff,Staffing of the health facility: Doctors - Number of female staff,Staffing of the health facility: Nurses - Total number of staff,Staffing of the health facility: Nurses - Number of male staff,Staffing of the health facility: Nurses - Number of female staff,Staffing of the health facility: Midwives - Total number of staff,Staffing of the health facility: Midwives - Number of male staff,Staffing of the health facility: Midwives - Number of female staff,Staffing of the health facility: Lab technicians - Total number of staff,Staffing of the health facility: Lab technicians - Number of male staff,Staffing of the health facility: Lab technicians - Number of female staff,Staffing of the health facility: Pharmacists - Total number of staff,Staffing of the health facility: Pharmacists - Number of male staff,Staffing of the health facility: Pharmacists - Number of female staff,Staffing of the health facility: Service staff - Total number of staff,Staffing of the health facility: Service staff - Number of male staff,Staffing of the health facility: Service staff - Number of female staff,Staffing of the health facility: Drivers - Total number of staff,Staffing of the health facility: Drivers - Number of male staff,Staffing of the health facility: Drivers - Number of female staff,Staffing of the health facility: Guards - Total number of staff,Staffing of the health facility: Guards - Number of male staff,Staffing of the health facility: Guards - Number of female staff,wp_mwaterid,wp_jmptype,watsys_exists,watsys_type,watsys_tank_cap,watsys_tank_type,wp_dist,water_available_today,watsys_taps,watsys_taps_total,watsys_taps_func,toilet_outpat,How many toilets are available for patients? ,How many toilets are available for patients?  (Asked),How many patient toilets are working? ,How many patient toilets are working?  (Asked),Are the patient toilets clean?,Are the patient toilets clean? (Asked),Is there a registry of cleaning at the patients toilet?,Is there a registry of cleaning at the patients toilet? (Asked),Are the patient toilets smelling?,Are the patient toilets smelling? (Asked),Are there flies in the patient toilets?,Are there flies in the patient toilets? (Asked),Are the patient toilets lit during the night?,Are the patient toilets lit during the night? (Asked),toilet_staff,How many toilets of any kind are available exclusively for staff? ,How many toilets of any kind are available exclusively for staff?  (Asked),How many staff toilets are working? ,How many staff toilets are working?  (Asked),toilet_mhm,"Is there at least one usable improved toilet designated for women and girls, which provides facilities to manage menstrual hygiene needs? (Asked)",toilet_hcap,Is there at least one usable improved toilet that meets the needs of people with reduced mobility? (Asked),Please take some photos of the latrines,handw_today_poc,handw_today_toilet,How many consultation rooms have a handwashing basin?,How many consultation rooms have a handwashing basin that works?,How many consultation rooms have a handwashing basin that works? (Asked),waste_3bins,waste_sharps,waste_infect,Is there an inicnerator at the center?,Is there an inicnerator at the center? (Other (please specify)) - specify,Please take a photo of the incinerator,Are cleaning protocols available?,Have all staff responsible for cleaning received training? ,Health facility > Unique ID,Community > Unique ID,Hygiene service level for health facility,Functional hand hygiene stations available at the selected point of care ,Handwashing facilities with soap and water available at toilets ,Health facility > Unique ID,Community > Unique ID,Healthcare waste service level for health facility,Is waste safely segregated into at least three labelled bins in the consultation area? ,Sharps waste disposal,How does this facility usually treat / dispose of infectious waste? ,Health facility > Unique ID,Sanitation facility > Unique ID,Community > Unique ID,jmp_san_svclvl,jmp_san_usable,jmp_san_mhm,jmp_san_staff,jmp_san_hcap,jmp_cln_svclvl,jmp_cln_prot,jmp_cln_staff,hcf_name,submitted_date,lat,lon
No service,No,No,Basic,Yes,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-83D7X5,4703510,Health Centre Type B,Bafata,Tendinto,,,Responsable for Area Sanitaria,966613987,,,,,,2019-12-03,0,,,3,1,2,0,,,0,,,0,,,1,,1,1,1,,0,,,86688602,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",6,6,"Yes, at least one usable improved toilet",1,True,1,True,No,True,No,True,Yes,True,Yes,True,No,True,Yes,1,True,1,True,"No, female-only toilets do not have menstrual hygiene facilities",True,Yes,True,https://api.mwater.co/v3/images/c38c9220ecf347e788844290cfb62246; https://api.mwater.co/v3/images/32997633d74e41acb0a557ad5acacf5d; https://api.mwater.co/v3/images/b5538db1d4894a0ebc41f4c4f446ae6e; https://api.mwater.co/v3/images/21b96979220d45fd84e91de4133c94b3,"No, hand hygiene stations are available but not functional, or lacking materials","No, handwashing facilities are available but not functional, or lacking soap and/or water",5,5,True,Yes,"Incinerated (two chamber, 850-1000C incinerator)","Incinerated (two chamber, 850-1000C incinerator)","Yes, in use",,https://api.mwater.co/v3/images/9b0b373461614e52add79548a7f23da2,No,"No, some but not all have been trained",4703510,,No service,No,No,4703510,,Basic,Yes,Safe,Safe,4703510,,,Limited,Yes,No,Yes,Yes,2,No,"No, some but not all have been trained",Tendinto,2019-12-03 14:08:17,12.612249,-14.658464
No service,No,No,Basic,Yes,Safe,Safe,No service,Unimproved,,Within 500m,kingsley.chris,Final,Isa.lopes7-83D3JM,4703596,Health Centre Type B,Bafata,Cambadju,,,Nurse,966592086,95538407,,,,,2019-12-03,0,,,3,1,2,0,,,0,,,0,,,1,,1,1,1,,0,,,86688585,Unprotected dug well,"Yes, and it works",Directly from grid,8,Cement,Within 500 m,"Yes, observed","No, the tap inside does not give water",3,,"Yes, at least one usable improved toilet",2,True,1,True,No,True,No,True,Yes,True,Yes,True,No,True,Yes,1,True,1,True,"No, female-only toilets do not have menstrual hygiene facilities",True,Yes,True,https://api.mwater.co/v3/images/0b7232af99b546ca83cccbf4b82b7c9f,"No, hand hygiene stations are available but not functional, or lacking materials","No, no handwashing facilities are available",0,,False,Yes,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,https://api.mwater.co/v3/images/8dab2c81e56a4cd6b15931af065864e1,No,"No, none have been trained",4703596,,No service,No,No,4703596,,Basic,Yes,Safe,Safe,4703596,,,Limited,Yes,No,Yes,Yes,1,No,"No, none have been trained",Cambadju,2019-12-03 14:19:00,12.673741,-14.755776
No service,No,No,Limited,,Unsafe,,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-83FE5B,436140,Health Centre Type C,Gabu,Sonaco,,,Responsable for Area Sanitaria,955323252,966849829,,,,,2019-12-04,2,2,,6,5,1,2,,2,1,1,,1,1,,5,,5,2,2,,1,1,,86688640,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,8,PEAD,On premises,"Yes, observed","No, the tap inside does not give water",17,,"Yes, at least one usable improved toilet",2,True,1,True,No,True,No,True,Yes,True,Yes,True,No,True,Yes,1,True,1,True,"No, female-only toilets do not have menstrual hygiene facilities",True,No,True,https://api.mwater.co/v3/images/dab98cfa2e0749d3accf02066f8805ea; https://api.mwater.co/v3/images/28706626af8c49da968a528709e6bc73; https://api.mwater.co/v3/images/f29e3c4ec66443bc9632ec66107a7ea6,"No, hand hygiene stations are available but not functional, or lacking materials","No, no handwashing facilities are available",2,1,True,Bins are present but don't meet all requirements,Open burning,,No,,,Yes,"No, none have been trained",436140,,No service,No,No,436140,,Limited,,Unsafe,,436140,,,Limited,Yes,No,Yes,No,2,Yes,"No, none have been trained",Sonaco,2019-12-04 11:04:05,12.39668,-14.4807
No service,No,No,Limited,,Safe,Safe,Limited,Improved,,Within 500m,kingsley.chris,Final,Isa.lopes7-83DE37,4703242,Health Centre Type B,Bafata,Fajonquito,,,Responsable for Area Sanitaria,966801146,955426512,,,,,2019-12-03,0,,,3,2,1,1,,1,0,,,0,,,2,,2,1,1,,0,,,86688633,Tubewell / borehole,"Yes, but it does not work",Solar pump from own waterpoint,4,PEAD,Within 500 m,"Yes, observed","No, the tap inside does not give water",3,,"Yes, at least one usable improved toilet",1,True,1,True,No,True,No,True,Yes,True,Yes,True,No,True,Yes,2,True,2,True,"No, there are no female-only toilets",True,Yes,True,https://api.mwater.co/v3/images/b494aadd69a04dfda7eaf39ee330cf15; https://api.mwater.co/v3/images/322f6287b8e7429880d91c6838688517; https://api.mwater.co/v3/images/bf878e149eaf40b3b96036cfe2a93691,"No, hand hygiene stations are available but not functional, or lacking materials","No, no handwashing facilities are available",1,1,True,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,https://api.mwater.co/v3/images/1bcaa74bc9ad4429ab1017732ebd1f80,No,"Yes, all have been trained",4703242,,No service,No,No,4703242,,Limited,,Safe,Safe,4703242,,,Limited,Yes,No,Yes,Yes,,No,"Yes, all have been trained",Fajonquito,2019-12-04 11:12:40,12.526247,-14.749845
No service,No,No,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-83FPRG,436133,Health Centre Type B,Gabu,Pitche,,,Responsable for Area Sanitaria,955962566,966824196,,,,,2019-12-04,0,,,4,2,2,1,,1,1,,1,0,,,2,1,1,1,1,,0,,,86688664,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",8,8,"Yes, at least one usable improved toilet",6,True,6,True,Yes,True,Yes,True,Yes,True,Yes,True,No,True,Yes,3,True,3,True,"No, there are no female-only toilets",True,No,True,https://api.mwater.co/v3/images/0740c3e3f2bd40469b0eb977b6208910; https://api.mwater.co/v3/images/73433b954e3f48e0a71d538436ecaf9a; https://api.mwater.co/v3/images/565a2c6a6030415a888a70a68cceea93,"No, no hand hygiene stations are available","No, no handwashing facilities are available",4,4,True,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,https://api.mwater.co/v3/images/1a749af512a748f68c51413f8a881a2b; https://api.mwater.co/v3/images/0fefedeb2a6d4069a5e86513749de0d6,No,"Yes, all have been trained",436133,,No service,No,No,436133,,Limited,,Safe,Safe,436133,,,Limited,Yes,No,Yes,No,,No,"Yes, all have been trained",Pitche,2019-12-04 13:29:07,12.3259105,-13.95815
No service,No,No,No service,No,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-83G2KY,86688671,Health Centre Type B,Bafata,Ga-Gamamudo,,,Other,955358806,966352133,,,,,2019-12-04,0,,,3,1,2,1,,1,1,,1,0,,,2,,2,1,1,,0,,,86688688,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",8,8,"Yes, at least one usable improved toilet",2,True,2,True,No,True,,True,Yes,True,Yes,True,No,True,Yes,0,True,,False,"No, female-only toilets do not have menstrual hygiene facilities",True,Yes,True,https://api.mwater.co/v3/images/302f264170094780a5c49c7b7cb45e77; https://api.mwater.co/v3/images/f851f2b0d3e44eae9c04ee5b21d5e192; https://api.mwater.co/v3/images/ea0a16477407458e8a7f41ba45dbabd5,"No, hand hygiene stations are available but not functional, or lacking materials","No, handwashing facilities are available but not functional, or lacking soap and/or water",2,2,True,No,Open burning,Open burning,"Yes, in use",,https://api.mwater.co/v3/images/4d803cfbecd54f1fba669cb7c429c18f,No,"No, none have been trained",86688671,,No service,No,No,86688671,,No service,No,Unsafe,Unsafe,86688671,,,Limited,Yes,No,Yes,Yes,1,No,"No, none have been trained",Ga Mamudo Health Facility,2019-12-04 15:41:11,12.2710053117646,-14.7252655763236
No service,No,No,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-83XMMM,86688750,Health Centre Type B,Quinara,Brandao,,,Nurse,955452022,966195110,,,,,2019-12-10,0,,,4,3,1,1,,1,0,,,0,,,0,,,0,,,0,,,6396255,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",6,5,"No, improved toilets are present but not usable",2,True,2,True,Yes,True,,True,No,True,No,True,No,True,No,,False,,False,"No, female-only toilets do not have menstrual hygiene facilities",True,No,True,https://api.mwater.co/v3/images/7fb59745440a483fa84989d01e223cb5; https://api.mwater.co/v3/images/c231e4933f2c415ab50c30aae41a5294; https://api.mwater.co/v3/images/54f3eca9cdb042e9b4a59a455c3ded6a,"No, no hand hygiene stations are available","No, no handwashing facilities are available",0,,False,Bins are present but don't meet all requirements,"Incinerated (two chamber, 850-1000C incinerator)","Incinerated (two chamber, 850-1000C incinerator)","Yes, in use",,https://api.mwater.co/v3/images/efb3522475824a4785256ae4d3151239,No,"No, none have been trained",86688750,,No service,No,No,86688750,,Limited,,Safe,Safe,86688750,,,Limited,No,No,No,No,1,No,"No, none have been trained",Brandao Health Facility,2019-12-10 13:37:06,11.7258516742411,-15.3128687292337
No service,No,No,No service,No,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-83XDHC,4703565,Health Centre Type B,Bolama,Sao-Joao ,,,Nurse,966336557,956505488,,,,,2019-12-10,0,,,4,4,,0,,,0,,,0,,,1,,1,0,,,0,,,86688736,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",6,5,"Yes, at least one usable improved toilet",2,True,1,True,Yes,True,No,True,No,True,No,True,No,True,Yes,1,True,1,True,"No, female-only toilets do not have menstrual hygiene facilities",True,Yes,True,https://api.mwater.co/v3/images/8debbe54214a4f5dbd1d8a7bdfb0b4d7; https://api.mwater.co/v3/images/5fdfc6c48a694dcbb8e4641d8c3c9918,"No, hand hygiene stations are available but not functional, or lacking materials","No, handwashing facilities are available but not functional, or lacking soap and/or water",0,,False,No,"Incinerated (two chamber, 850-1000C incinerator)","Incinerated (two chamber, 850-1000C incinerator)","Yes, in use",,https://api.mwater.co/v3/images/52cddcc6197545178bf3b7d32f983560,No,"No, none have been trained",4703565,,No service,No,No,4703565,,No service,No,Safe,Safe,4703565,,,Limited,Yes,No,Yes,Yes,1,No,"No, none have been trained",Ga Marque,2019-12-10 13:43:01,11.6414,-15.4014
No service,No,No,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-83XHS7,4703675,Health Centre Type B,Bolama,Sao-Joao ,,,Other,955325875,966321516,,,,,2019-12-10,0,,,4,2,2,0,,,0,,,0,,,1,,1,0,,,0,,,86688743,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",3,3,"Yes, at least one usable improved toilet",2,True,2,True,Yes,True,No,True,No,True,Yes,True,No,True,Yes,1,True,1,True,"No, there are no female-only toilets",True,Yes,True,https://api.mwater.co/v3/images/a9a35bdc38dc40529913f5f7585f5cd7; https://api.mwater.co/v3/images/ebd5cf206e61405c9ea2f9a47ac83509,"No, hand hygiene stations are available but not functional, or lacking materials","No, handwashing facilities are available but not functional, or lacking soap and/or water",2,2,True,Bins are present but don't meet all requirements,"Incinerated (two chamber, 850-1000C incinerator)","Incinerated (two chamber, 850-1000C incinerator)",Other (please specify),,https://api.mwater.co/v3/images/6f06fa7c5f7846008c78cf7cbb1f3fb0,No,"No, none have been trained",4703675,,No service,No,No,4703675,,Limited,,Safe,Safe,4703675,,,Limited,Yes,No,Yes,Yes,1,No,"No, none have been trained",Ga Tongo,2019-12-10 13:46:55,11.666966,-15.353756
No service,No,No,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-83XTBJ,4703936,Health Centre Type B,Quinara,Brandao,,,Responsable for Area Sanitaria,969036340,955845342,,,,,2019-12-10,0,,,3,2,1,0,,,0,,,0,,,0,,,0,,,0,,,86688767,Public tap / standpipe,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",7,7,,2,True,1,True,Yes,True,,True,No,True,No,True,No,True,Yes,0,True,,False,"No, female-only toilets do not have menstrual hygiene facilities",True,No,True,https://api.mwater.co/v3/images/809f5229b20741899e84f5686043ce6c; https://api.mwater.co/v3/images/3a38d2c518534efea7e3dcb353e90457; https://api.mwater.co/v3/images/3dae408afa91493da152a56a6d821258,"No, hand hygiene stations are available but not functional, or lacking materials","No, no handwashing facilities are available",1,1,True,Bins are present but don't meet all requirements,"Incinerated (two chamber, 850-1000C incinerator)","Incinerated (two chamber, 850-1000C incinerator)",Other (please specify),,https://api.mwater.co/v3/images/0dedf80cf949491e95ec67142fd0e418,No,"No, none have been trained",4703936,,No service,No,No,4703936,,Limited,,Safe,Safe,4703936,,,,,No,Yes,No,1,No,"No, none have been trained",Djabado-Porto,2019-12-10 15:01:13,11.8904259,-15.3455956
No service,No,No,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-842CUR,86688808,Health Centre Type B,Tombali,Catio,,,Nurse,955210293,966626911,,Nurse,955481255,966850009,2019-12-11,0,,,3,1,2,0,,,0,,,0,,,1,,1,1,1,,1,1,,86688815,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",8,8,"Yes, at least one usable improved toilet",6,True,6,True,No,True,No,True,Yes,True,No,True,No,True,Yes,1,True,1,True,"No, there are no female-only toilets",True,No,True,https://api.mwater.co/v3/images/e82ddd15e4e547a2a65830385f8e8116; https://api.mwater.co/v3/images/083bf4e4455b4b8d8bbc9c3465478492; https://api.mwater.co/v3/images/58e7ccf143ad4458939234bcd969df6c,"No, hand hygiene stations are available but not functional, or lacking materials","No, handwashing facilities are available but not functional, or lacking soap and/or water",2,2,True,Bins are present but don't meet all requirements,"Incinerated (two chamber, 850-1000C incinerator)","Incinerated (two chamber, 850-1000C incinerator)","Yes, in use",,https://api.mwater.co/v3/images/2ecef51fdb2d4922b6d1e1866a102397,No,"No, none have been trained",86688808,,No service,No,No,86688808,,Limited,,Safe,Safe,86688808,,,Limited,Yes,No,Yes,No,1,No,"No, none have been trained",Mato Faroba Health Facility,2019-12-11 14:31:11,11.277655447806,-15.1826104187944
Basic,Yes,Yes,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-83Y6CB,4703929,Health Centre Type C,Quinara,Buba,,,Responsable for Area Sanitaria,956333269,966643291,,,,,2019-12-10,0,,,5,1,4,0,,,0,,,0,,,1,,1,0,,,0,,,86688781,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",12,12,"Yes, at least one usable improved toilet",6,True,4,True,Yes,True,No,True,No,True,No,True,No,True,No,,False,,False,"No, there are no female-only toilets",True,Yes,True,https://api.mwater.co/v3/images/eefddd79d89c41d28c6d68ebb4e0856b; https://api.mwater.co/v3/images/2326f89cc6c64e2991fd0485676e1f89; https://api.mwater.co/v3/images/99748697c3604a519de307e33f3418f1,Yes,Yes,2,2,True,Bins are present but don't meet all requirements,"Incinerated (two chamber, 850-1000C incinerator)","Incinerated (two chamber, 850-1000C incinerator)",Other (please specify),,https://api.mwater.co/v3/images/9504fd9b7ec744df991bbfe07c00376f,Yes,"Yes, all have been trained",4703929,,Basic,Yes,Yes,4703929,,Limited,,Safe,Safe,4703929,,,Limited,Yes,No,No,Yes,3,Yes,"Yes, all have been trained",Indjassane,2019-12-11 14:37:42,11.74354,-14.98396
No service,No,No,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-842KLZ,4704274,Health Centre Type C,Tombali,Timbo,,,Responsable for Area Sanitaria,955374486,966754238,,,,,2019-12-11,0,,,1,1,,0,,,0,,,0,,,1,,1,0,,,0,,,86688839,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",6,6,"No, improved toilets are present but not usable",2,True,1,True,Yes,True,,True,No,True,Yes,True,No,True,Yes,0,True,,False,"No, female-only toilets do not have menstrual hygiene facilities",True,Yes,True,https://api.mwater.co/v3/images/dc6bb53abd9d4ca08316b5c0a0c21a67; https://api.mwater.co/v3/images/57406491a3734ec1a0e797dd60928dbc; https://api.mwater.co/v3/images/405a45386b5440a7ac6fd4c31abb4197,"No, hand hygiene stations are available but not functional, or lacking materials","No, handwashing facilities are available but not functional, or lacking soap and/or water",2,2,True,Bins are present but don't meet all requirements,"Incinerated (two chamber, 850-1000C incinerator)","Incinerated (two chamber, 850-1000C incinerator)","Yes, in use",,https://api.mwater.co/v3/images/3b0cb5e037c74aedb7f56797d4961fbe,No,"No, none have been trained",4704274,,No service,No,No,4704274,,Limited,,Safe,Safe,4704274,,,Limited,No,No,Yes,Yes,1,No,"No, none have been trained",Bocane,2019-12-11 16:15:16,11.3331084,-15.362856
No service,No,No,Limited,,Safe,Safe,Limited,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-83ZYRA,4704212,Health Centre Type B,Tombali,Komo,,,Nurse,969258350,,,Nurse,955920401,966920401,2019-12-11,0,,,5,5,,0,,,0,,,0,,,1,,1,0,,,0,,,86688798,Tubewell / borehole,"Yes, but it does not work",Solar pump from own waterpoint,4,PEAD,On premises,No ,"No, the tap inside does not give water",5,,"Yes, at least one usable improved toilet",2,True,1,True,No,True,No,True,Yes,True,Yes,True,No,True,Yes,1,True,1,True,"No, there are no female-only toilets",True,Yes,True,https://api.mwater.co/v3/images/c2f6992ff2234fef9c47605a37ae7925; https://api.mwater.co/v3/images/87acf0f210df4f8fb6e7320aa165ad90; https://api.mwater.co/v3/images/d2b90d8e298d4e8ab74568cdb1229018,"No, hand hygiene stations are available but not functional, or lacking materials","No, handwashing facilities are available but not functional, or lacking soap and/or water",3,3,True,Bins are present but don't meet all requirements,"Incinerated (two chamber, 850-1000C incinerator)","Incinerated (two chamber, 850-1000C incinerator)","Yes, but not working",,https://api.mwater.co/v3/images/c5fbb87b94b24d5aa89ef7ad715b05e7,No,"No, none have been trained",4704212,,No service,No,No,4704212,,Limited,,Safe,Safe,4704212,,,Limited,Yes,No,Yes,Yes,1,No,"No, none have been trained",Komo,2019-12-11 18:49:57,11.1964236,-15.3345058
No service,No,No,Limited,,Safe,Safe,Limited,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-842UZ2,86688846,Health Centre Type C,Quinara,Dar-Es-Salam,,,Responsable for Area Sanitaria,955832642,966454990,,,,,2019-12-11,0,,,6,4,2,0,,,0,,,0,,,1,1,,0,,,0,,,86688853,Tubewell / borehole,"Yes, but it does not work",Solar pump from own waterpoint,4,PEAD,On premises,No ,"Yes, water comes from at least one tap",6,6,"Yes, at least one usable improved toilet",2,True,2,True,Yes,True,No,True,No,True,Yes,True,No,True,No,,False,,False,"No, there are no female-only toilets",True,Yes,True,https://api.mwater.co/v3/images/0142088fab474c2796b6e41f4abdfa63; https://api.mwater.co/v3/images/bc7a48e4ec2f4c0d8cb4ba3718675e8d,"No, hand hygiene stations are available but not functional, or lacking materials","No, handwashing facilities are available but not functional, or lacking soap and/or water",2,2,True,Bins are present but don't meet all requirements,"Incinerated (two chamber, 850-1000C incinerator)","Incinerated (two chamber, 850-1000C incinerator)","Yes, in use",,https://api.mwater.co/v3/images/8b43681ee40342cf874527292bbf5a62,No,"No, none have been trained",86688846,,No service,No,No,86688846,,Limited,,Safe,Safe,86688846,,,Limited,Yes,No,No,Yes,1,No,"No, none have been trained",Dar-Es-Salam Health Facility,2019-12-11 18:55:08,11.4547462876494,-15.3949825579764
No service,No,No,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Isa.lopes7-844N98,86688860,Health Centre Type C,Tombali,Cacine,,,Nurse,955109801,966195248,,,,,2019-12-12,0,,,6,3,3,1,,1,0,,,0,,,1,,1,0,,,0,,,86688877,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",8,8,"Yes, at least one usable improved toilet",2,True,2,True,No,True,No,True,Yes,True,No,True,No,True,No,,False,,False,"No, there are no female-only toilets",True,No,True,https://api.mwater.co/v3/images/5826d9f5ac0b4d37bb54c83435cdc3f8; https://api.mwater.co/v3/images/5430cc1753e94749ba439c44e2f3db2d,"No, hand hygiene stations are available but not functional, or lacking materials","No, handwashing facilities are available but not functional, or lacking soap and/or water",2,2,True,Bins are present but don't meet all requirements,"Incinerated (two chamber, 850-1000C incinerator)","Incinerated (two chamber, 850-1000C incinerator)","Yes, in use",,https://api.mwater.co/v3/images/7bfd43fea5324bea8c48072c417e36b4,No,"No, none have been trained",86688860,,No service,No,No,86688860,,Limited,,Safe,Safe,86688860,,,Limited,Yes,No,No,No,1,No,"No, none have been trained",Cassca Health Facility,2019-12-12 11:42:28,11.0412514982104,-15.0458166874876
